text,true_label_id,pred_label_id,true_emotion,pred_emotion
im using it from february to august at new condition it needed to complete charge about hours and gave battery backup almost hours now after almost months used it gives hours battery backup when i sold its price was taka looking overall condition i recommend you can buy it with reasonable price,0,0,Happy,Happy
product received in excellent condition rider was kind enough to let me know to check the product before payment the router is original and also reasonable price would recommend to buy from pickaboo,0,0,Happy,Happy
satisfied with the product and deliveryproduct quality installation is satisfying recomend this seller for future purchase,0,0,Happy,Happy
very good product in this price in fine this isnt good better its over the best take love seller daraz for giving a excellent product,0,1,Happy,Love
recommend,1,0,Love,Happy
good thanks to you,0,0,Happy,Happy
very helpfull,0,1,Happy,Love
quality of paper is goos its original bt the price is higher than local market,2,2,Sadness,Sadness
great joy for the seller very prompt delivery service too bad the colour was not black as i had ordered colour black,0,1,Happy,Love
satisfied as like as the picture and well packed pure modhu thanks to seller,0,0,Happy,Happy
eto sundor bedsheet thanks,0,1,Happy,Love
very good quality din e delivery paichi,1,1,Love,Love
product a tap khawa,0,2,Happy,Sadness
very good at service,1,1,Love,Love
good product at this price,0,0,Happy,Happy
products khub valo but delivery late,1,0,Love,Happy
awesome product,1,1,Love,Love
original and authentic product good looking indoor unit specially the silver border make the unit smart saler is very good person overall i am very happy many many thanks to saler daraz,0,0,Happy,Happy
alhamdulillah onek valo products silo thanks everyone,0,0,Happy,Happy
good like as showing the picture,0,0,Happy,Happy
beg ar chain nai jinish pora jauar chance ache,2,0,Sadness,Happy
very nicebut i am ordering pcs packagesi ma recieved pcs,1,0,Love,Happy
orginal product thanks,0,1,Happy,Love
nice packaging sellar also trusted recommended,0,0,Happy,Happy
the item was outstanding super quality quick delevery,1,1,Love,Love
good quality,0,0,Happy,Happy
ak bar use koryci tatye colour uthy gyse not good for regular use,2,2,Sadness,Sadness
fantastic its toooooo good everyone can buy it,1,1,Love,Love
it was very good,0,1,Happy,Love
great thing,0,1,Happy,Love
good pudact,0,0,Happy,Happy
loved this watch a lot exactly same as the uploaded picture thank you seller daraz for providing such nice product,0,0,Happy,Happy
best quality seller good mean,0,1,Happy,Love
packaging was so much good and product is original,0,0,Happy,Happy
nice product thanks,1,0,Love,Happy
good product,0,0,Happy,Happy
product quality is goodtnx seller vai ke vlo akta products dewyar jnno,0,0,Happy,Happy
product quality seller service delivery service is good এক কথয় খব ভল,0,0,Happy,Happy
seconds hand got out and dangled after weeks,4,2,Anger,Sadness
i am using this in a smartphone and i am getting very good read and write speeds,0,0,Happy,Happy
received on time looks good alhamdulillah but dont got any warranty card but on the money receipt has warranty coverage issues hope in any case of problem we will get service,0,2,Happy,Sadness
product matches the description and packaging was good received in good condition for price tk its good and recommended,0,0,Happy,Happy
product is good with quick delivery thanks daraz,1,0,Love,Happy
excellent product within this price range works great my family members are using it everyday delivery was quick and smooth recommended to buy from this seller,1,1,Love,Love
got the products so fast now time for apply hope it work well,0,0,Happy,Happy
product was good installation was free but but they have taken taka extra seller respone for installation was poor after days of receiving product they send their technician to install the purifier after all good product,0,0,Happy,Happy
it is excellent,0,1,Happy,Love
this product is good enough thanks to haier bangladesh,0,0,Happy,Happy
its awesome very good with its price,1,1,Love,Love
awesome product,1,1,Love,Love
good products thanks,0,0,Happy,Happy
of,0,0,Happy,Happy
din por review dilamami satisfiedbaki ta dekha jak tobe address a delivery paininarayanganj theke kachpur diye gesebut unader extra taka dite hoiseata thik hoyniapnara doorstep delivery dindorkar hole apnarai delivery charge bariye ninproduct majh rastay atke thakle kharap lage by the wayproduct is best,0,0,Happy,Happy
item very good quality sound bass hasslefree connectivity pickaboo thank you pickaboo for the fastest delivery within only hours in regular delivery,0,0,Happy,Happy
delivery took a long time mouse is as good as advertised,0,0,Happy,Happy
good product,1,0,Love,Happy
osam to osam thanks daraz and thanks seller thanks year,1,0,Love,Happy
recently my sister completed her hsc exam and i was looking for a phone for her as a gift my priority was the phone should not be too much cheap and the features should complement my sisters moderate smartphone usage infinix hot i seemed perfect according to my criteria and i found it on pickaboo so i called their customer care number to ask for suggestions and queries they took the hassle to provide me with proper suggestions according to my price and also confirmed the order by giving me discounts so overall this was a great purchase with a good online buying experience,0,0,Happy,Happy
good product,0,0,Happy,Happy
khub valo ekti smart watchapnara chaile nite paren,1,1,Love,Love
long lasting perfume performance is quite surprising it smells too sweet and musky it is not a regular used perfume but it is price worthy for its performance in winter it will perform well i guess,1,0,Love,Happy
product quality was really good well packed best watch at this price range highly recommended,0,0,Happy,Happy
better and quick delivery lots of thenkes,0,0,Happy,Happy
usefully product,0,0,Happy,Happy
such a good product,0,1,Happy,Love
product should wrap with poli at shipping time overall good quality menthol and cool feeling after use,0,0,Happy,Happy
good product fast delivery seller recommended,0,0,Happy,Happy
long pull handle is now ok it was tight initially size nd colour is good wheels gulo corner e distributed hole ro valo hte parto wheels shob ek side e other side a ta plastic stand,0,0,Happy,Happy
dolna ta mota muti valotobe khub beshi strong nahbabyder jonno thik hobe,0,0,Happy,Happy
very classy and elegant looking watch and great buy for the price,1,1,Love,Love
its amazing to have this with almost tk less the product is new and it has an expiry date till dont miss the opportunityjust grab it,0,0,Happy,Happy
good product so far,0,0,Happy,Happy
its my first order online i have great experience for receive this products great service and great products thanks daraz company and thanks for soppers thanks delivery man and delivery man her behaviour so good great service i recommended to everyone buy now this products thank you very much,1,0,Love,Happy
curren family totally satisfied,1,1,Love,Love
good product considering the price,0,0,Happy,Happy
authentic product,1,1,Love,Love
not bad but its going milesbut good,0,0,Happy,Happy
very good ac hope it lasts longer worth every penny,1,1,Love,Love
thanks daraz and the seller,0,0,Happy,Happy
absolutely wonderful working perfectly built materials solid satisfied,1,1,Love,Love
super useful with good quality,1,0,Love,Happy
good and authentic product thank you,1,0,Love,Happy
i bought these pants months ago it was fabulous so i reordered them again but this time i am disappointed they have changed the texture pants now r less stretchy very little stretch not happy,2,0,Sadness,Happy
thank you for this cute ukelele,0,0,Happy,Happy
recived,1,0,Love,Happy
nice products,0,0,Happy,Happy
if you have time no need tow buy vie online k is high price for this bag six to seven hundred is best price for this bag,3,0,Fear,Happy
it costed me with voucherspeed is decent according to the price,0,0,Happy,Happy
every thing ok i thing this is strong screwdriver but it is not same as my thinking product well see no pic front is platic this is for normar working thx to seller for well pack,0,0,Happy,Happy
satisfying quality perfect color also having good quality zipper my meow meow also liked this,0,0,Happy,Happy
watch as the description very top,0,1,Happy,Love
got it for my elder sister it is really comforting for expecting mother especially with their movements while lying down they gifted a shower cap too recommend it,0,0,Happy,Happy
very bad not matched with a given brand i order the time story brand but give another brand named seno,4,4,Anger,Anger
valofull load korechi around mbps speed no heating,0,0,Happy,Happy
authentic product great service from the seller they help me for the installation,0,0,Happy,Happy
perfect tool i have got to done my work,0,1,Happy,Love
alhamdulillah good product i am satisfied,0,1,Happy,Love
not bad reasonable price,0,0,Happy,Happy
light cutter knife is use to medium work,0,0,Happy,Happy
avarage quality warranty card pathaini bivinno jaigai rong otha body swing ar part ta very pore quality khub halka plastic may by use korla vaga jaba tarporo other part chola,2,2,Sadness,Sadness
good productyoi can buy itthanks seller and daraz,0,0,Happy,Happy
thanks to daraz salesman good product is good anyone who wants to take it can take it,0,0,Happy,Happy
onk valo akta trimmer ei price range e asha korci onkdin use korte parbo tobe use kore initially valo mone hoyece thanks,0,0,Happy,Happy
price wise item is ok for quality good item,1,0,Love,Happy
original pinkflash maskara regular use er jnno best ekta productprice is also reasonable according to market,0,0,Happy,Happy
satisfied with the watch thanks to the seller packaging was good,0,0,Happy,Happy
its perfect according to the price recommend it to everyone,0,0,Happy,Happy
its authentic product like it recommended,1,0,Love,Happy
perfect it is a present for my mom she is happy with it thank you so much,0,0,Happy,Happy
trusted and quick delivery recommended,0,0,Happy,Happy
